currency_id,symbol,name,market_cap,price,price_change_percentage_24h,volume_24h,last_updated
344,CVX,Convex Finance,322129238.00,3.9200000000,5.97,67239834.00,2024-12-20 17:08:07.941639
328,GHO,GHO,152813723.00,0.9985620000,0.32,6602791.00,2024-12-20 17:08:07.988784
319,SXP,Solar,175134613.00,0.2791930000,2.06,33319474.00,2024-12-20 17:08:07.981784
294,AGI,Delysium,201974225.00,0.1520060000,-0.48,19867172.00,2024-12-20 17:08:07.969609
330,PZETH,Renzo Restaked LST,150097904.00,3885.7300000000,5.26,200002.00,2024-12-20 17:08:07.990783
332,AGETH,Kelp Gain,153290322.00,3354.5300000000,5.47,1725492.00,2024-12-20 17:08:07.988784
369,TRB,Tellor Tributes,148833069.00,56.3600000000,5.31,179216349.00,2024-12-20 17:08:07.991784
322,ID,SPACE ID,174177207.00,0.4036960000,4.43,79690742.00,2024-12-20 17:08:07.981784
367,OLAS,Autonolas,124898094.00,1.7000000000,1.11,1741682.00,2024-12-20 17:08:08.002792
311,KUB,Bitkub Coin,174097246.00,1.9600000000,-0.50,2305580.00,2024-12-20 17:08:07.981784
342,ONE,Harmony,288398031.00,0.0234421300,8.03,62089662.00,2024-12-20 17:08:07.949640
320,SUN,Sun Token,197866236.00,0.0201581400,5.87,105738016.00,2024-12-20 17:08:07.971608
365,CHR,Chromia,188849179.00,0.2288570000,5.22,66083233.00,2024-12-20 17:08:07.975784
323,DEEP,DeepBook,238214834.00,0.0956740000,21.55,39130343.00,2024-12-20 17:08:07.960608
324,FXS,Frax Share,203777447.00,2.3800000000,2.27,46358331.00,2024-12-20 17:08:07.969609
314,BLAST,Blast,198096901.00,0.0084577400,1.53,36497823.00,2024-12-20 17:08:07.971608
353,SPEC,Spectral,146933729.00,10.4200000000,10.13,23874124.00,2024-12-20 17:08:07.992783
307,OUSG,OUSG,172223593.00,109.2800000000,0.00,0.00,2024-12-20 17:08:07.982784
347,XAI,Xai,165891872.00,0.2246620000,4.45,72435752.00,2024-12-20 17:08:07.984783
355,ETH+,ETHPlus,172974201.00,3365.8700000000,4.47,254132.00,2024-12-20 17:08:07.982784
354,DEUSD,Elixir deUSD,224808293.00,0.9961020000,0.11,17729090.00,2024-12-20 17:08:07.964608
295,SAGA,Saga,156621590.00,1.4500000000,5.17,76601026.00,2024-12-20 17:08:07.986784
356,INST,Instadapp,331683162.00,8.4100000000,12.66,2829388.00,2024-12-13 04:05:15.560061
363,XEM,NEM,204682659.00,0.0227067100,1.52,35666418.00,2024-12-20 17:08:07.968608
337,KDA,Kadena,273188955.00,0.9146960000,6.49,46060956.00,2024-12-20 17:08:07.953603
361,ABT,Arcblock,147168455.00,1.4900000000,0.95,3079537.00,2024-12-20 17:08:07.991784
345,ABTC,aBTC,205514946.00,94439.0000000000,0.48,1486582.00,2024-12-20 17:08:07.968608
360,CTC,Creditcoin,469841871.00,1.1400000000,1.92,46297787.00,2024-12-20 17:08:07.378768
343,OCEAN,Ocean Protocol,124299253.00,0.5614390000,3.76,1044872.00,2024-12-20 17:08:08.003792
305,XCH,Chia,287428620.00,20.4100000000,8.25,38392101.00,2024-12-20 17:08:07.950639
303,BIGTIME,Big Time,192448544.00,0.1394340000,2.25,62507186.00,2024-12-20 17:08:07.973514
310,RETARDIO,RETARDIO,188634455.00,0.1872500000,-6.89,8761714.00,2024-11-18 23:56:11.972149
357,BASEDAI,BasedAI,152649385.00,4.2600000000,27.81,3095274.00,2024-12-20 17:08:07.989784
298,ILV,Illuvium,278239569.00,38.5300000000,3.86,72691091.00,2024-12-20 17:08:07.953010
336,ONT,Ontology,190955153.00,0.2101840000,4.03,26303067.00,2024-12-20 17:08:07.974779
358,0X0,0x0.ai: AI Smart Contract,242162299.00,0.2706390000,-1.15,3206213.00,2024-12-20 17:08:07.959608
286,$MICHI,michi,157205324.00,0.2836020000,4.31,14845225.00,2024-12-08 05:36:46.672924
372,H2O,H2O Dao,149332906.00,0.1813360000,0.54,711457.00,2024-11-18 23:56:11.978915
376,VENOM,Venom,121246501.00,0.0635650000,4.95,846786.00,2024-12-20 17:08:08.004792
377,GFI,Goldfinch,128492955.00,1.4300000000,11.71,3524044.00,2024-12-20 17:08:08.000787
325,USDX,usdx.money USDX,306183956.00,0.9959920000,0.05,55622.00,2024-12-20 17:08:07.945639
346,ALUSD,Alchemix USD,167072330.00,0.9908970000,0.00,914680.00,2024-12-20 17:08:07.984783
300,ORCA,Orca,183999333.00,3.4400000000,-4.33,103120068.00,2024-12-20 17:08:07.976784
362,CDT,Blox,131576079.00,0.1950490000,-0.36,1221.69,2024-12-20 17:08:07.999773
373,SUSHI,Sushi,261591054.00,1.3500000000,4.38,343985851.00,2024-12-20 17:08:07.955608
308,TRIBE,Tribe,227499532.00,0.4999380000,0.39,133592.00,2024-12-20 17:08:07.962608
317,API3,API3,177905627.00,1.5100000000,2.72,30264882.00,2024-12-20 17:08:07.979784
315,CETH,cETH,199668042.00,65.8600000000,4.23,44.53,2024-12-20 17:08:07.970608
440,QUIL,Wrapped QUIL,101259697.00,0.1281030000,4.75,4838348.00,2024-11-12 20:28:20.561471
443,CLOUD,Cloud,106284973.00,0.5903270000,28.92,9855042.00,2024-11-18 16:39:04.348698
408,HEART,Humans.ai,182024937.00,0.0284877000,9.03,1585187.00,2024-12-20 17:08:07.978784
417,ZEREBRO,Zerebro,345630418.00,0.3466210000,96.20,155849304.00,2024-12-20 17:08:07.391773
450,FIDA,Solana Name Service,242233118.00,0.2443250000,4.33,73535384.00,2024-12-20 17:08:07.959608
414,KAG,Kinesis Silver,117582026.00,31.0600000000,1.42,313480.00,2024-11-18 23:56:11.993498
449,JET,Satoshi Airline,127590735.00,1.2100000000,4.54,1131959.00,2024-12-20 17:08:08.001791
425,NTRN,Neutron,140931732.00,0.4947070000,3.26,13750641.00,2024-12-18 01:37:25.679876
429,POWR,Powerledger,115613058.00,0.2177880000,1.84,19222827.00,2024-12-20 17:08:08.008792
386,CARV,CARV,134188775.00,0.8193470000,-3.09,35530541.00,2024-12-20 17:08:07.998898
432,AGLD,Adventure Gold,116169503.00,1.5000000000,9.74,67867986.00,2024-11-18 23:56:11.994497
458,ACH,Alchemy Pay,123969536.00,0.0250667200,3.60,62405252.00,2024-12-19 18:42:39.113315
427,LON,Tokenlon,118662258.00,1.0250000000,-1.17,454992.00,2024-11-18 23:56:11.991492
464,BDC,BILLION•DOLLAR•CAT (Runes),141969253.00,0.1419210000,8.08,1835080.00,2024-11-18 23:56:11.981916
453,DIA,DIA,110845674.00,0.9254930000,-1.65,33783068.00,2024-11-11 04:49:08.228574
441,IOST,IOST,130540780.00,0.0061194100,4.13,27192459.00,2024-12-20 17:08:07.999773
93,MATIC,Polygon,868048572.00,0.4525790000,-0.51,20056200.00,2024-12-20 17:08:07.359079
392,EURS,STASIS EURO,129719618.00,1.0450000000,-0.17,2768568.00,2024-12-20 17:08:08.000787
420,XNO,Nano,157766901.00,1.1800000000,1.81,6364424.00,2024-12-20 17:08:07.986784
403,SIGMA,Sigma,109970963.00,0.1222100000,5.65,8182973.00,2024-11-12 20:28:20.556473
435,ZANO,Zano,149038862.00,10.2400000000,-1.81,671341.00,2024-12-20 17:08:07.990783
389,PURR,Purr,253158769.00,0.4199340000,4.20,40034329.00,2024-12-20 17:08:07.957608
446,CVC,Civic,117230057.00,0.1456340000,9.61,42267177.00,2024-12-20 17:08:08.006792
465,BORA,BORA,142663461.00,0.1297230000,3.19,16817949.00,2024-12-20 17:08:07.994785
430,C98,Coin98,134122752.00,0.1523790000,5.22,54141381.00,2024-12-20 17:08:07.999203
437,UNIETH,Universal ETH,111686705.00,3405.0900000000,4.62,136200.00,2024-11-18 23:56:11.996496
406,SYN,Synapse,152279273.00,0.6951200000,10.21,9362220.00,2024-12-18 01:37:25.669302
415,XVS,Venus,134603132.00,8.1800000000,1.87,36040397.00,2024-12-20 17:08:07.997890
460,$MYRO,Myro,137191656.00,0.1372450000,3.56,44806274.00,2024-11-18 23:56:11.983916
473,DAR,Mines of Dalarnia,148576466.00,0.2392760000,5.65,36478837.00,2024-12-06 04:50:20.186396
468,PROM,Prom,99905056.00,5.4800000000,-2.53,24003939.00,2024-11-12 20:28:20.563473
422,ONG,Ontology Gas,117451554.00,0.2941360000,2.96,6601064.00,2024-12-20 17:08:08.006792
471,AZERO,Aleph Zero,120936794.00,0.3996210000,-3.74,2232274.00,2024-12-20 17:08:08.004792
409,BB,BounceBit,143966691.00,0.3496720000,8.98,157718490.00,2024-12-20 17:08:07.994785
387,TEL,Telcoin,388759651.00,0.0050208000,2.73,11315255.00,2024-12-20 17:08:07.385773
397,SUNDOG,Sundog,145302512.00,0.1452800000,-0.34,89558882.00,2024-12-13 04:05:15.625890
419,WAXP,WAX,135004964.00,0.0384178700,2.22,18570811.00,2024-12-20 17:08:07.996784
404,KAU,Kinesis Gold,123305764.00,85.0500000000,0.67,276762.00,2024-12-20 17:08:08.003792
410,MUMU,MUMU THE BULL,172270340.00,0.0000743700,-7.95,14008906.00,2024-11-18 23:56:11.975917
385,STBTC,Lorenzo stBTC,214741118.00,93932.0000000000,0.43,169526.00,2024-12-20 17:08:07.965608
438,ELG,Escoin,108908100.00,0.5869590000,0.29,1628740.00,2024-11-18 23:56:11.998497
428,DGB,DigiByte,186828659.00,0.0107106600,4.20,14291188.00,2024-12-20 17:08:07.976784
442,WAVES,Waves,136394176.00,1.3600000000,1.82,15913364.00,2024-12-20 17:08:07.996784
388,VVS,VVS Finance,191635047.00,0.0000040100,-3.57,2191852.00,2024-12-20 17:08:07.974779
394,JOE,JOE,140509903.00,0.3717640000,-0.36,26251794.00,2024-12-20 17:08:07.995784
433,ORBS,Orbs,116360140.00,0.0258309900,3.43,9036594.00,2024-12-20 17:08:08.007791
381,ICX,ICON,163879804.00,0.1575580000,1.89,18058444.00,2024-12-20 17:08:07.984783
434,NMT,NetMind Token,122618258.00,2.8900000000,18.94,5113003.00,2024-12-20 17:08:08.003792
396,OKT,OKT Chain,146664824.00,8.1600000000,3.72,1541064.00,2024-12-20 17:08:07.992783
472,B2M,Bit2Me,99826973.00,0.0201670700,19.92,524829.00,2024-11-10 06:16:04.932590
445,CSPR,Casper Network,187219237.00,0.0147221800,22.28,23938747.00,2024-12-20 17:08:07.975784
455,PUNDIX,Pundi X,142821287.00,0.5528430000,3.37,18089328.00,2024-12-13 04:05:15.625890
456,TRUAPT,TruFin Staked APT,139079854.00,13.9800000000,5.54,3760.73,2024-12-13 04:05:15.627891
416,TRU,TrueFi,141955845.00,0.1124870000,1.79,21867535.00,2024-12-18 01:37:25.678868
439,USDP,Pax Dollar,111108864.00,0.9973320000,-0.03,4700968.00,2024-11-18 23:56:11.996496
461,ALICE,My Neighbor Alice,147935151.00,1.6100000000,4.24,30802856.00,2024-12-13 04:05:15.624891
378,ACT,Acet,447017731.00,0.4713870000,-8.41,581619490.00,2024-12-10 04:45:47.388779
462,SNEK,Snek,406460120.00,0.0054735500,12.73,8838361.00,2024-12-20 17:08:07.382772
444,OETH,Origin Ether,177738122.00,3413.3700000000,4.41,52375.00,2024-12-20 17:08:07.980783
452,FX,Function X,105586524.00,0.1370960000,-0.88,1065307.00,2024-11-12 20:28:20.558470
454,MAGIC,Magic,158078956.00,0.5681130000,4.26,90095523.00,2024-12-10 04:45:47.897007
431,UXLINK,UXLINK,193308478.00,1.1300000000,-6.46,1007459648.00,2024-12-20 17:08:07.973514
391,EDU,Open Campus,129114101.00,0.4953540000,2.47,21629298.00,2024-12-20 17:08:08.000787
383,IQ,IQ,127661921.00,0.0064417000,17.68,11018217.00,2024-12-20 17:08:08.001791
390,LSK,Lisk,140105592.00,0.8445060000,1.88,49327198.00,2024-12-20 17:08:07.995784
405,BAL,Balancer,150777829.00,2.4600000000,3.83,25942880.00,2024-12-20 17:08:07.990783
466,SNT,Status,155562528.00,0.0392059400,1.29,10854094.00,2024-12-20 17:08:07.987783
459,FARTCOIN,Fartcoin,1186879757.00,1.2000000000,33.04,321091798.00,2024-12-20 17:08:07.352078
395,USTC,TerraClassicUSD,167134989.00,0.0300757300,6.31,25742786.00,2024-12-08 05:36:46.669923
467,SPELL,Spell,138014052.00,0.0009000300,19.05,11053928.00,2024-12-18 01:37:25.681875
418,NMR,Numeraire,131125538.00,17.2400000000,2.98,15842815.00,2024-12-19 18:42:39.109316
447,UXP,UXD Protocol,105828202.00,0.0151322600,-1.60,5973.65,2024-11-18 16:39:04.349697
382,VTHO,VeThor,208704251.00,0.0024808300,6.79,6872218.00,2024-12-20 17:08:07.967608
412,BBSOL,Bybit Staked SOL,146605799.00,195.7200000000,0.18,4004620.00,2024-12-20 17:08:07.992783
401,ZEN,Horizen,298655155.00,18.9100000000,3.06,255340289.00,2024-12-20 17:08:07.947639
436,IXS,IX Swap,107384165.00,0.5968230000,8.30,407126.00,2024-11-11 04:49:08.230573
398,ALPH,Alephium,147666017.00,1.5500000000,8.11,5614822.00,2024-12-20 17:08:07.991784
393,COW,CoW Protocol,198107935.00,0.6769540000,6.18,96707411.00,2024-12-20 17:08:07.971608
470,ORAI,Oraichain,126516016.00,7.5900000000,2.15,8434325.00,2024-12-20 17:08:08.002792
196,USDY,Ondo US Dollar Yield,460301155.00,1.0950000000,0.15,9170066.00,2024-12-20 17:08:07.379774
411,TAIKO,Taiko,138844360.00,1.6700000000,-1.03,44970926.00,2024-12-20 17:08:07.996784
463,HOPPY,Hoppy,97518872.00,0.0002318100,-13.52,14524690.00,2024-11-11 04:29:31.833165
451,MOVR,Moonriver,161783502.00,17.3200000000,-6.61,17040401.00,2024-12-13 04:05:15.613861
413,RLC,iExec RLC,130449024.00,1.8000000000,2.80,18440389.00,2024-12-20 17:08:07.999773
380,WEXO,Wexo,133663126.00,2.5700000000,8.12,560042.00,2024-11-12 20:28:20.544954
224,MPLX,Metaplex,179040681.00,0.2361650000,10.66,4599971.00,2024-12-20 17:08:07.979784
366,MRS,Metars Genesis,322036574.00,3.8100000000,0.61,12358.48,2024-12-20 17:08:07.941639
482,AITECH,Solidus Ai Tech,149755266.00,0.1386180000,-1.00,4427798.00,2024-12-08 05:36:46.674924
161999,HIVE,Hive,153314160.00,0.3322440000,5.97,39679343.00,2024-12-13 04:05:15.620892
78499,ZEUS,Zeus Network,111933868.00,0.6672430000,41.13,43070234.00,2024-12-20 17:08:08.009792
99690,BZR,Bazaars,233944969.00,20.3500000000,2.09,1133659.00,2024-12-20 17:08:07.961609
499,AUCTION,Bounce,111598103.00,16.8600000000,1.43,54460257.00,2024-12-20 17:08:08.009792
254,RVN,Ravencoin,291541922.00,0.0199068100,4.45,38861364.00,2024-12-20 17:08:07.949640
475,ARK,ARK,145020808.00,0.7883590000,5.60,88733521.00,2024-12-06 04:50:20.187394
99989,SDEX,SmarDex,124559240.00,0.0138333900,4.54,2613356.00,2024-12-20 17:08:08.002792
99995,SGB,Songbird,152642643.00,0.0099017400,7.41,2670167.00,2024-12-20 17:08:07.989784
263,QTUM,Qtum,304893918.00,2.8900000000,2.73,40424006.00,2024-12-20 17:08:07.946638
379,PIXEL,Pixels,120839686.00,0.1567650000,13.97,89230202.00,2024-12-20 17:08:08.004792
247,SC,Siacoin,311600035.00,0.0053900300,6.03,48983487.00,2024-12-20 17:08:07.943639
99963,WILD,Wilder World,195239139.00,0.6011110000,4.57,5100681.00,2024-12-20 17:08:07.972984
111,APE,ApeCoin,781576901.00,1.0820000000,4.70,484886076.00,2024-12-20 17:08:07.360918
264,BAT,Basic Attention,307237180.00,0.2052560000,2.29,78630392.00,2024-12-20 17:08:07.944638
252,ENJ,Enjin Coin,367026472.00,0.2045360000,3.64,55577688.00,2024-12-20 17:08:07.388774
384,OSETH,StakeWise Staked ETH,149624090.00,3379.2300000000,5.10,675161.00,2024-12-20 17:08:07.990783
402,VANRY,Vanar Chain,179382068.00,0.1057730000,6.68,40049389.00,2024-12-20 17:08:07.979784
1499,PNUT,Peanut the Squirrel,614274748.00,0.6141800000,11.91,985559855.00,2024-12-20 17:08:07.368432
251,MX,MX,316003233.00,3.2600000000,0.74,54717265.00,2024-12-20 17:08:07.942639
99927,LUCE,Luce,142555140.00,0.1431500000,35.62,33916139.00,2024-12-12 19:17:46.254832
497,DENT,Dent,140625979.00,0.0014698500,7.18,10305682.00,2024-12-18 01:37:25.680877
2,ETH,Ethereum,395223635762.00,3277.7500000000,4.39,87462714779.00,2024-12-20 17:08:07.319425
486,CGPT,ChainGPT,132760981.00,0.1691660000,1.20,21478157.00,2024-12-20 17:08:07.999500
491,CYBER,CYBER,143411295.00,4.5100000000,7.79,19872849.00,2024-12-18 01:37:25.676813
494,OMNI,Omni Network,145921678.00,14.0400000000,7.79,124328794.00,2024-12-06 04:50:20.186396
481,PRO,Propy,97853476.00,1.6700000000,53.32,20396234.00,2024-11-10 06:16:04.933589
253,ANKR,Ankr Network,329543493.00,0.0329533000,5.02,57531441.00,2024-12-20 17:08:07.395615
478,PHB,Phoenix,101722553.00,1.9800000000,6.41,25815555.00,2024-11-11 04:49:08.232573
496,MVL,MVL,133153695.00,0.0051387400,3.19,13148990.00,2024-12-10 04:45:47.910062
278,IO,io.net,372006158.00,2.9500000000,3.66,474689526.00,2024-12-20 17:08:07.387774
498,VELO,Velo,169180640.00,0.0228004300,4.60,136812510.00,2024-12-20 17:08:07.983783
296,G,Gravity,194729444.00,0.0268383700,1.16,39580372.00,2024-12-20 17:08:07.973514
47,ARB,Arbitrum,3062529553.00,0.7259730000,3.07,1248441476.00,2024-12-20 17:08:07.338079
23,WEETH,Wrapped eETH,6279967828.00,3461.8100000000,4.60,114618591.00,2024-12-20 17:08:07.329424
60733,DAG,Constellation,210724981.00,0.0593500000,14.33,3557391.00,2024-12-20 17:08:07.966608
266,GAS,Gas,274954779.00,4.2200000000,3.05,19165495.00,2024-12-20 17:08:07.953603
1478,MMX,MMX,168538099.00,1.1200000000,8.93,141650.00,2024-12-20 17:08:07.983783
99994,STRAX,Stratis,116177141.00,0.0696600000,5.92,43296609.00,2024-12-20 17:08:08.007791
60590,ECOIN,Ecoin,140570134.00,0.0003052000,32.77,669.57,2024-12-19 18:42:39.105312
495,BOBO,BOBO Coin,113471175.00,0.0000017100,38.38,4369183.00,2024-11-18 23:56:11.995498
178474,BELLS,Bellscoin,103666999.00,1.8300000000,44.77,2088035.00,2024-11-12 20:28:20.559470
60681,RBTC,RabBitcoin,141162913.00,0.0000111400,120.20,4362035.00,2024-11-18 23:56:11.981916
492,ELON,Dogelon Mars,135759604.00,2.469E-7,9.31,38045923.00,2024-12-10 04:45:47.907824
99968,CROWN,Crown by Third Time Games,145140202.00,0.6588400000,25.75,2042984.00,2024-12-06 04:50:09.214726
198,DOG,DOG•GO•TO•THE•MOON (Runes),620086329.00,0.0061543500,1.25,86227811.00,2024-12-20 17:08:07.368432
485,SFUND,Seedify.fund,151117098.00,2.3800000000,8.10,2938306.00,2024-12-08 05:36:46.674924
60720,HIPPO,sudeng,172110145.00,0.0172357600,24.98,66567117.00,2024-12-08 05:36:46.667923
484,BMX,BitMart,103792011.00,0.3057520000,1.42,389079.00,2024-11-17 07:04:11.327545
426,BONE,Bone ShibaSwap,141998344.00,0.5682250000,11.10,7095901.00,2024-12-18 01:37:25.678868
134,XAUT,Tether Gold,643960357.00,2609.9900000000,0.07,9138828.00,2024-12-20 17:08:07.365431
341,GOMINING,Gomining Token,229043022.00,0.5526340000,-1.14,13648432.00,2024-12-13 04:05:15.586153
490,CVR,Caviar,92983824.00,0.8291540000,2.99,109112.00,2024-11-10 06:16:04.936590
489,EURC,EURC,100467725.00,1.0630000000,0.07,96509589.00,2024-11-12 20:28:20.562471
262,CMETH,Mantle Restaked ETH,614923206.00,3449.6600000000,4.30,27301228.00,2024-12-20 17:08:07.368432
220,TRAC,OriginTrail,314436320.00,0.7747040000,7.07,4397474.00,2024-12-20 17:08:07.943639
487,WEN,Wen,128944086.00,0.0001773000,-2.67,43916904.00,2024-11-18 23:56:11.987919
469,RIF,RSK Infrastructure Framework,139488810.00,0.1394780000,3.00,10207406.00,2024-12-13 04:05:15.627891
36745,SLERF,Slerf,159537027.00,0.3190750000,7.17,53101483.00,2024-12-08 05:36:46.672924
99919,WLT,We Love T,121768606.00,0.1218430000,3.92,2493059.00,2024-11-17 07:04:11.317576
60657,MOCA,Moca Coin,283155052.00,0.1891970000,52.12,481120480.00,2024-12-20 17:08:07.951637
256,CETUS,Cetus Protocol,204147903.00,0.3242510000,20.92,91323166.00,2024-12-20 17:08:07.968608
282,AGIX,SingularityNET,180440755.00,0.5399030000,6.58,466391.00,2024-12-20 17:08:07.978784
171730,HAPPY,Happy Cat,109081219.00,0.0327143200,71.23,53160610.00,2024-11-18 23:56:11.997497
318,TETH,Treehouse ETH,214358928.00,3796.2400000000,5.34,327601.00,2024-12-20 17:08:07.965608
258,ELF,aelf,311066409.00,0.4220660000,2.90,19390974.00,2024-12-20 17:08:07.944638
206,EBTC,Ether.fi Staked BTC,656130891.00,94416.0000000000,-0.75,1649463.00,2024-12-20 17:08:07.365431
233,APU,Apu Apustaja,192346941.00,0.0005691800,-10.68,8269121.00,2024-12-20 17:08:07.974779
488,LQTY,Liquity,151373865.00,1.5600000000,3.71,94421817.00,2024-12-20 17:08:07.989784
60731,TOKEN,TokenFi,140643138.00,0.0677190000,15.31,26761569.00,2024-12-13 04:05:15.626892
474,COQ,Coq Inu,131874444.00,0.0000019000,7.52,11287988.00,2024-12-19 18:42:39.109316
281,GAL,Galxe,228277470.00,1.7800000000,2.09,444257.00,2024-12-20 17:08:07.962608
480,NKYC,NKYC Token,117600232.00,29.3400000000,1.31,175618.00,2024-12-20 17:08:08.005793
448,OZO,Ozone Chain,139716955.00,0.2203130000,-21.33,219443.00,2024-12-18 01:37:25.680877
259,POLYX,Polymesh,280500124.00,0.2508240000,1.71,18505344.00,2024-12-20 17:08:07.951637
69,METH,Mantle Staked Ether,1527144793.00,3448.8100000000,4.29,81219619.00,2024-12-20 17:08:07.346079
477,TLOS,Telos,113532584.00,0.2700920000,3.65,18458499.00,2024-11-12 20:28:20.553466
227,CHEX,CHEX Token,605436526.00,0.6054920000,5.19,8416787.00,2024-12-20 17:08:07.369431
60743,WOLF,LandWolf,179099925.00,0.0001986000,26.44,12061101.00,2024-12-20 17:08:07.979784
31,FET,Artificial Superintelligence Alliance,3248469798.00,1.2400000000,3.91,929682443.00,2024-12-20 17:08:07.337080
479,ISLM,Islamic Coin,107142905.00,0.0764250000,-0.65,2749777.00,2024-11-17 07:04:11.326544
500,POND,Marlin,137688825.00,0.0170249800,3.26,14324848.00,2024-12-20 17:08:07.996784
237,METIS,Metis,252901634.00,41.0400000000,7.07,43466963.00,2024-12-20 17:08:07.957608
104,CORE,Core,974070710.00,1.0390000000,4.77,122869934.00,2024-12-20 17:08:07.357079
106,MEW,cat in a dogs world,511557103.00,0.0057287800,2.94,86996660.00,2024-12-20 17:08:07.375431
311436,HYPE,Hyperliquid,8630660015.00,26.0100000000,-14.24,521187305.00,2024-12-20 17:08:07.327424
96,FTN,Fasttoken,1420308681.00,3.3200000000,-0.30,62136538.00,2024-12-20 17:08:07.348079
194742,BARSIK,Hasbulla's Cat,261859329.00,0.2615680000,346.10,54971345.00,2024-11-18 23:56:11.962235
311868,LKY,Luckycoin,158388022.00,9.8700000000,13.25,2551047.00,2024-12-13 04:05:15.617865
307358,$URO,Urolithin A,113137934.00,0.1132290000,209.57,121165250.00,2024-11-18 23:55:49.951507
194927,CLV,Clover Finance,133339219.00,0.1334530000,113.66,975476336.00,2024-11-17 07:04:11.310544
151,AIOZ,AIOZ Network,999662776.00,0.8796630000,2.97,49333674.00,2024-12-20 17:08:07.356079
194930,FBTC,Ignition FBTC,126416143.00,90153.0000000000,-1.78,1955572.00,2024-11-17 07:04:11.314544
249123,RSC,ResearchCoin,106445133.00,1.1100000000,31.79,6728823.00,2024-11-18 16:21:33.764919
311863,ACE,Fusionist,148181125.00,3.5100000000,3.98,17194179.00,2024-12-08 05:36:46.675923
144,AKT,Akash Network,753937358.00,3.0400000000,-2.30,26295983.00,2024-12-20 17:08:07.361427
194981,LADYS,Milady Meme Coin,107261731.00,1.209E-7,-9.28,14513025.00,2024-11-17 07:04:11.325545
311825,ZRC,Zircuit,155574845.00,0.0708620000,-1.81,86677586.00,2024-12-20 17:08:07.987783
234465,$RIF,Rifampicin,196513932.00,0.1958270000,71.77,254712817.00,2024-11-18 23:56:11.970745
311811,ANYONE,ANyONe Protocol,112944285.00,1.4000000000,-3.60,3282884.00,2024-12-20 17:08:08.009792
102,BTT,BitTorrent,986336414.00,0.0000010200,3.58,72588587.00,2024-12-20 17:08:07.357079
311774,MORPHO,Morpho,373291820.00,2.4400000000,0.95,161856858.00,2024-12-20 17:08:07.386774
211,HMSTR,Hamster Kombat,162562625.00,0.0025140200,116.94,53422514.00,2024-12-20 17:08:07.985784
269,SSOL,Solayer Staked SOL,240336350.00,195.2300000000,-0.09,4461637.00,2024-12-20 17:08:07.960608
311838,MOBILE,Helium Mobile,158108170.00,0.0015022400,-38.48,45344103.00,2024-12-04 03:57:52.681114
286578,CATI,Catizen,153714624.00,0.7426940000,29.08,400453438.00,2024-11-18 23:56:11.978915
421,ZENT,Zentry,141009221.00,0.0230130400,3.92,18439733.00,2024-12-20 17:08:07.995784
194928,MIGGLES,Mister Miggles,140048705.00,0.1437060000,-12.56,22858382.00,2024-11-18 23:56:11.982916
311730,XYO,XYO Network,269438270.00,0.0193406100,92.20,22637425.00,2024-12-20 17:08:07.954608
194879,NIKO,NikolAI,137961675.00,0.1360910000,-8.43,16130982.00,2024-11-18 23:56:11.982916
194974,DORA,Dora Factory,112466220.00,0.1124540000,-10.36,1387544.00,2024-11-18 18:56:33.187231
311836,CTXC,Cortex,180101145.00,0.7958640000,-5.96,58635104.00,2024-12-13 04:05:15.604349
194971,WOJAK,Wojak,105576014.00,0.0015224400,-10.54,10596242.00,2024-11-18 16:39:04.349697
194894,SHRUB,Shrub,131832546.00,0.1382450000,2.61,29976303.00,2024-11-18 23:56:11.985917
234613,BERT,Bertram The Pomeranian,130361388.00,0.1401280000,12.35,23148367.00,2024-11-18 23:56:11.986915
194992,KEYCAT,Keyboard Cat (Base),129803353.00,0.0129788100,-29.80,4942573.00,2024-11-18 23:56:11.987919
194725,AI16Z,ai16z,713552806.00,0.6513390000,8.24,74536361.00,2024-12-20 17:08:07.362432
311862,HOOK,Hooked Protocol,148864603.00,0.7025710000,0.33,54200758.00,2024-12-06 04:50:20.185396
234526,VITA,VitaDAO,128076654.00,4.9700000000,37.19,833329.00,2024-12-20 17:08:08.001791
194866,FRED,First Convicted RACCON,118166615.00,0.1190250000,2.71,79801013.00,2024-11-18 23:56:11.992496
234457,TITS,We Love Tits,142199067.00,0.1422770000,38.37,3470193.00,2024-12-13 03:33:25.571165
194954,TOSHI,Toshi,117929193.00,0.0002800800,-17.07,5289444.00,2024-11-18 23:56:11.992496
194940,SOLO,Sologenic,162431402.00,0.4066880000,40.67,4519171.00,2024-12-20 17:08:07.985784
311839,CHEEMS,Cheems Token,199336457.00,9.836E-7,4.75,50606129.00,2024-12-20 17:08:07.970608
311852,MEOW,MEOW,124373849.00,0.0013783300,-0.65,1668836.00,2024-12-20 17:08:08.002792
286620,VVAIFU,Dasha,116969481.00,0.1170920000,259.70,89436879.00,2024-11-18 23:56:11.993498
194993,MANEKI,MANEKI,114312539.00,0.0130463800,-9.64,39527026.00,2024-11-18 23:56:11.994497
234566,DAO,DAO Maker,114089848.00,0.4546330000,39.96,83362969.00,2024-11-18 23:56:11.995498
311791,HASHAI,HashAI,158321147.00,0.0017697800,-9.46,1592778.00,2024-12-13 04:05:15.617865
234598,PCI,Paycoin,109334367.00,0.1071730000,28.15,16875692.00,2024-11-18 18:55:51.471363
